#RIC,Date-Time,Type,Price,Volume,Bid Price,Bid Size,Ask Price,Ask Size,direction
GSK.L,2011-02-01T11:32:31.998448000Z,Quote,,,1130.5,2291,1131,1661,0
GSK.L,2011-02-01T11:32:36.020638000Z,Quote,,,1130.5,4763,1131,1661,0
GSK.L,2011-02-01T11:32:45.267225000Z,Quote,,,1130.5,4763,1131,1712,0
GSK.L,2011-02-01T11:32:57.020497000Z,Quote,,,1130.5,4763,1131,1661,0
GSK.L,2011-02-01T11:32:57.053436000Z,Quote,,,1130.5,4763,1131,4866,0
GSK.L,2011-02-01T11:32:59.252913000Z,Quote,,,1130.5,5038,1131,4866,0
GSK.L,2011-02-01T11:33:06.795726000Z,Quote,,,1130.5,5464,1131,4866,0
GSK.L,2011-02-01T11:33:08.631769000Z,Trade,1131,16,1130.5,,1131,,1
GSK.L,2011-02-01T11:33:08.631769000Z,Quote,,,1130.5,5464,1131,4850,0
GSK.L,2011-02-01T11:33:08.631769000Z,Quote,,,1130.5,5464,1131,4250,0
GSK.L,2011-02-01T11:33:08.631769000Z,Trade,1131,1045,1130.5,,1131,,1
GSK.L,2011-02-01T11:33:08.631769000Z,Trade,1131,155,1130.5,,1131,,1
GSK.L,2011-02-01T11:33:08.631769000Z,Quote,,,1130.5,5464,1131,3050,0
GSK.L,2011-02-01T11:33:08.631769000Z,Trade,1131,600,1130.5,,1131,,1
GSK.L,2011-02-01T11:33:08.631769000Z,Quote,,,1130.5,5464,1131,2450,0
GSK.L,2011-02-01T11:33:08.631769000Z,Trade,1131,2450,1130.5,,1131,,1
GSK.L,2011-02-01T11:33:08.631769000Z,Quote,,,1130.5,5464,1131.5,5719,0
GSK.L,2011-02-01T11:33:08.633293000Z,Quote,,,1130.5,6094,1131.5,5719,0
GSK.L,2011-02-01T11:33:08.633293000Z,Quote,,,1130.5,6094,1131.5,7449,0
GSK.L,2011-02-01T11:33:08.633293000Z,Quote,,,1130.5,6094,1131.5,8510,0
GSK.L,2011-02-01T11:33:08.633293000Z,Quote,,,1130.5,6094,1131.5,9067,0
GSK.L,2011-02-01T11:33:08.633293000Z,Quote,,,1130.5,6094,1131.5,9300,0
GSK.L,2011-02-01T11:33:08.633293000Z,Quote,,,1130.5,6094,1131.5,8239,0
GSK.L,2011-02-01T11:33:08.687483000Z,Quote,,,1130.5,6094,1131.5,7682,0
GSK.L,2011-02-01T11:33:08.687483000Z,Quote,,,1130.5,6094,1131.5,7449,0
GSK.L,2011-02-01T11:33:08.735738000Z,Quote,,,1130.5,6094,1131.5,7922,0
GSK.L,2011-02-01T11:33:08.735738000Z,Quote,,,1130.5,6094,1131.5,8155,0
GSK.L,2011-02-01T11:33:08.735738000Z,Quote,,,1130.5,6094,1131.5,7825,0
GSK.L,2011-02-01T11:33:08.735738000Z,Quote,,,1130.5,6248,1131.5,7825,0
GSK.L,2011-02-01T11:33:09.094441000Z,Quote,,,1130.5,6248,1131.5,8155,0
GSK.L,2011-02-01T11:33:16.064294000Z,Quote,,,1130.5,6248,1131.5,7743,0
GSK.L,2011-02-01T11:33:16.540918000Z,Quote,,,1130.5,6589,1131.5,7743,0
GSK.L,2011-02-01T11:33:25.284407000Z,Quote,,,1130.5,6016,1131.5,7743,0
GSK.L,2011-02-01T11:33:27.283121000Z,Quote,,,1130.5,5616,1131.5,7743,0
GSK.L,2011-02-01T11:33:27.283121000Z,Quote,,,1130.5,5016,1131.5,7743,0
GSK.L,2011-02-01T11:33:27.283121000Z,Quote,,,1130.5,5016,1131.5,8312,0
GSK.L,2011-02-01T11:33:27.283121000Z,Quote,,,1130.5,5016,1131.5,8482,0
GSK.L,2011-02-01T11:33:27.283121000Z,Quote,,,1130.5,5016,1131.5,8947,0
GSK.L,2011-02-01T11:33:27.283121000Z,Quote,,,1130.5,4386,1131.5,8947,0
GSK.L,2011-02-01T11:33:27.283121000Z,Quote,,,1130.5,4386,1131,600,0
GSK.L,2011-02-01T11:33:27.283121000Z,Quote,,,1130.5,4056,1131,600,0
GSK.L,2011-02-01T11:33:27.293134000Z,Quote,,,1130.5,4056,1131,1406,0
GSK.L,2011-02-01T11:33:27.293134000Z,Quote,,,1130.5,4056,1131,2606,0
GSK.L,2011-02-01T11:33:27.304769000Z,Quote,,,1130.5,2698,1131,2606,0
GSK.L,2011-02-01T11:33:27.304769000Z,Quote,,,1130.5,2698,1131,1406,0
GSK.L,2011-02-01T11:33:27.304769000Z,Trade,1130.5,101,1130.5,,1131,,-1
GSK.L,2011-02-01T11:33:27.304769000Z,Quote,,,1130.5,2597,1131,1406,0
GSK.L,2011-02-01T11:33:27.326050000Z,Quote,,,1130.5,2597,1131,1736,0
GSK.L,2011-02-01T11:33:27.334112000Z,Quote,,,1130.5,2597,1131,17738,0
GSK.L,2011-02-01T11:33:27.334112000Z,Quote,,,1130.5,2597,1131,18138,0
GSK.L,2011-02-01T11:33:27.334112000Z,Quote,,,1130.5,2597,1131,18768,0
GSK.L,2011-02-01T11:33:27.334112000Z,Quote,,,1130.5,2398,1131,18768,0
GSK.L,2011-02-01T11:33:27.339897000Z,Trade,1130.5,88,1130.5,,1131,,-1
GSK.L,2011-02-01T11:33:27.339897000Z,Trade,1130.5,1114,1130.5,,1131,,-1
GSK.L,2011-02-01T11:33:27.339897000Z,Trade,1130.5,275,1130.5,,1131,,-1
GSK.L,2011-02-01T11:33:27.339897000Z,Trade,1130.5,426,1130.5,,1131,,-1
GSK.L,2011-02-01T11:33:27.339897000Z,Trade,1130.5,154,1130.5,,1131,,-1
GSK.L,2011-02-01T11:33:27.339897000Z,Trade,1130.5,341,1130.5,,1131,,-1
GSK.L,2011-02-01T11:33:27.340261000Z,Quote,,,1130,9571,1130.5,458,0
GSK.L,2011-02-01T11:33:27.340261000Z,Quote,,,1130,9571,1130.5,1264,0
GSK.L,2011-02-01T11:33:27.340261000Z,Quote,,,1130,9241,1130.5,1264,0
GSK.L,2011-02-01T11:33:27.340261000Z,Quote,,,1130,9241,1130.5,1594,0
GSK.L,2011-02-01T11:33:27.340261000Z,Quote,,,1130,9241,1130.5,2194,0
GSK.L,2011-02-01T11:33:27.340261000Z,Quote,,,1130,9241,1130.5,1594,0
GSK.L,2011-02-01T11:33:27.351591000Z,Quote,,,1130,9241,1130.5,2194,0
GSK.L,2011-02-01T11:33:27.405747000Z,Quote,,,1130,9241,1130.5,1594,0
GSK.L,2011-02-01T11:33:27.598222000Z,Quote,,,1130,9241,1130.5,1264,0
GSK.L,2011-02-01T11:33:27.779711000Z,Quote,,,1130,8893,1130.5,1264,0
GSK.L,2011-02-01T11:33:27.779711000Z,Quote,,,1130,7404,1130.5,1264,0
GSK.L,2011-02-01T11:33:28.072223000Z,Quote,,,1130,1930,1130.5,1264,0
GSK.L,2011-02-01T11:33:28.072223000Z,Quote,,,1130,1430,1130.5,1264,0
GSK.L,2011-02-01T11:33:28.124197000Z,Quote,,,1130,1430,1130.5,1594,0
GSK.L,2011-02-01T11:33:28.130931000Z,Quote,,,1130,800,1130.5,1594,0
GSK.L,2011-02-01T11:33:28.130931000Z,Quote,,,1130,800,1130.5,2194,0
GSK.L,2011-02-01T11:33:28.130931000Z,Quote,,,1130,200,1130.5,2194,0
GSK.L,2011-02-01T11:33:28.130931000Z,Quote,,,1130,200,1130.5,1388,0
GSK.L,2011-02-01T11:33:28.130931000Z,Trade,1130,200,1130,,1130.5,,-1
GSK.L,2011-02-01T11:33:28.130931000Z,Quote,,,1129.5,9157,1130,606,0
GSK.L,2011-02-01T11:33:28.130931000Z,Quote,,,1129.5,7784,1130,606,0
GSK.L,2011-02-01T11:33:28.147590000Z,Quote,,,1129.5,8184,1130,606,0
GSK.L,2011-02-01T11:33:28.147590000Z,Quote,,,1129.5,6664,1130,606,0
GSK.L,2011-02-01T11:33:28.147590000Z,Quote,,,1129.5,6664,1130.5,7999,0
GSK.L,2011-02-01T11:33:28.147590000Z,Quote,,,1129.5,6664,1130.5,8605,0
GSK.L,2011-02-01T11:33:28.147590000Z,Quote,,,1129.5,6664,1130.5,6165,0
GSK.L,2011-02-01T11:33:28.147590000Z,Quote,,,1129.5,6664,1130.5,6565,0
GSK.L,2011-02-01T11:33:28.207052000Z,Quote,,,1129.5,6004,1130.5,6565,0
GSK.L,2011-02-01T11:33:28.373555000Z,Quote,,,1129.5,6004,1130.5,6107,0
GSK.L,2011-02-01T11:33:28.881931000Z,Trade,1131.5,2500,1129.5,,1130.5,,1
GSK.L,2011-02-01T11:33:30.305548000Z,Quote,,,1129.5,6004,1130.5,6635,0
GSK.L,2011-02-01T11:33:30.305548000Z,Quote,,,1129.5,6004,1130.5,6107,0
GSK.L,2011-02-01T11:33:31.929782000Z,Quote,,,1129.5,3000,1130.5,6107,0
GSK.L,2011-02-01T11:33:32.613748000Z,Quote,,,1129.5,3500,1130.5,6107,0
GSK.L,2011-02-01T11:33:33.352357000Z,Quote,,,1129.5,3500,1130.5,8777,0
GSK.L,2011-02-01T11:33:33.451663000Z,Quote,,,1129.5,4500,1130.5,8777,0
GSK.L,2011-02-01T11:33:37.705377000Z,Quote,,,1129.5,8504,1130.5,8777,0
GSK.L,2011-02-01T11:33:40.069289000Z,Quote,,,1129.5,8504,1130.5,8377,0
GSK.L,2011-02-01T11:33:48.856230000Z,Quote,,,1129.5,8504,1130.5,5707,0
GSK.L,2011-02-01T11:33:52.383781000Z,Trade,1130.5,330,1129.5,,1130.5,,1
GSK.L,2011-02-01T11:33:52.400148000Z,Trade,1130.5,600,1129.5,,1130.5,,1
GSK.L,2011-02-01T11:33:52.400251000Z,Trade,1130.5,630,1129.5,,1130.5,,1
GSK.L,2011-02-01T11:33:52.400251000Z,Trade,1130.5,1699,1129.5,,1130.5,,1
GSK.L,2011-02-01T11:33:52.400251000Z,Trade,1130.5,741,1129.5,,1130.5,,1
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1129.5,8504,1130.5,1707,0
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1129.5,8504,1130.5,2307,0
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1129.5,9037,1130.5,2307,0
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1130,330,1130.5,2307,0
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1130,330,1130.5,1707,0
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1130,330,1130.5,606,0
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1130,960,1130.5,606,0
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1130,960,1130.5,3724,0
GSK.L,2011-02-01T11:33:52.400251000Z,Quote,,,1130,1560,1130.5,3724,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,1560,1130.5,3118,0
GSK.L,2011-02-01T11:33:52.417715000Z,Trade,1130.5,606,1130,,1130.5,,1
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,1560,1130.5,2512,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,960,1130.5,2512,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,1560,1130.5,2512,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,1560,1130.5,3118,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,2560,1130.5,3118,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,1960,1130.5,3118,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,960,1130.5,3118,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,1960,1130.5,3118,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,960,1130.5,3118,0
GSK.L,2011-02-01T11:33:52.417715000Z,Quote,,,1130,1960,1130.5,3118,0
GSK.L,2011-02-01T11:33:52.475403000Z,Quote,,,1130,960,1130.5,3118,0
GSK.L,2011-02-01T11:33:54.065574000Z,Quote,,,1130,960,1130.5,4218,0
GSK.L,2011-02-01T11:33:54.096833000Z,Quote,,,1130,960,1130.5,3718,0
GSK.L,2011-02-01T11:33:58.957212000Z,Quote,,,1130,1538,1130.5,3718,0
GSK.L,2011-02-01T11:33:58.957212000Z,Quote,,,1130,2538,1130.5,3718,0
GSK.L,2011-02-01T11:33:58.957212000Z,Quote,,,1130,3138,1130.5,3718,0
GSK.L,2011-02-01T11:33:58.957212000Z,Quote,,,1130,3138,1130.5,5918,0
GSK.L,2011-02-01T11:34:06.116873000Z,Quote,,,1130,3138,1130.5,3718,0
GSK.L,2011-02-01T11:34:07.957781000Z,Quote,,,1130,6987,1130.5,3718,0
GSK.L,2011-02-01T11:34:27.612220000Z,Quote,,,1130,6987,1130.5,19720,0
GSK.L,2011-02-01T11:34:39.960905000Z,Quote,,,1130,7787,1130.5,19720,0
GSK.L,2011-02-01T11:34:51.849165000Z,Trade,1130,330,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.849165000Z,Trade,1130,630,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.849165000Z,Trade,1130,578,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.852401000Z,Trade,1130,1000,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.852401000Z,Trade,1130,600,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.852401000Z,Trade,1130,3462,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Quote,,,1130,1187,1130.5,19720,0
GSK.L,2011-02-01T11:34:51.855247000Z,Quote,,,1130,1187,1130.5,20050,0
GSK.L,2011-02-01T11:34:51.855247000Z,Quote,,,1130,1787,1130.5,20050,0
GSK.L,2011-02-01T11:34:51.855247000Z,Quote,,,1130,1787,1130.5,20680,0
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1130,387,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1130,800,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1130,600,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1129.5,600,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1129.5,300,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1129.5,630,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1129.5,200,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1129.5,500,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.855247000Z,Trade,1129.5,330,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.859606000Z,Trade,1129.5,40,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.859606000Z,Trade,1129.5,400,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.859606000Z,Trade,1129.5,500,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.859606000Z,Trade,1129.5,533,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.859606000Z,Trade,1129.5,1280,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.859606000Z,Quote,,,1129.5,9110,1130.5,20680,0
GSK.L,2011-02-01T11:34:51.859606000Z,Quote,,,1129.5,9110,1130.5,21180,0
GSK.L,2011-02-01T11:34:51.859606000Z,Quote,,,1129.5,9710,1130.5,21180,0
GSK.L,2011-02-01T11:34:51.859606000Z,Quote,,,1129.5,9710,1130.5,21580,0
GSK.L,2011-02-01T11:34:51.866733000Z,Quote,,,1129.5,9710,1130.5,21080,0
GSK.L,2011-02-01T11:34:51.866733000Z,Quote,,,1129.5,10300,1130.5,21080,0
GSK.L,2011-02-01T11:34:51.866733000Z,Quote,,,1129.5,10300,1130.5,22490,0
GSK.L,2011-02-01T11:34:51.866733000Z,Quote,,,1129.5,12203,1130.5,22490,0
GSK.L,2011-02-01T11:34:51.866733000Z,Quote,,,1129.5,12203,1130.5,21884,0
GSK.L,2011-02-01T11:34:51.866733000Z,Quote,,,1129.5,12703,1130.5,21884,0
GSK.L,2011-02-01T11:34:51.866733000Z,Quote,,,1129.5,12703,1130,606,0
GSK.L,2011-02-01T11:34:51.866733000Z,Quote,,,1129.5,12113,1130,606,0
GSK.L,2011-02-01T11:34:51.871489000Z,Quote,,,1129.5,10210,1130,606,0
GSK.L,2011-02-01T11:34:51.871489000Z,Quote,,,1129.5,10210,1130.5,22710,0
GSK.L,2011-02-01T11:34:51.871489000Z,Quote,,,1129.5,10210,1130.5,23316,0
GSK.L,2011-02-01T11:34:51.871489000Z,Quote,,,1129.5,10210,1130.5,21906,0
GSK.L,2011-02-01T11:34:51.871489000Z,Quote,,,1129.5,10210,1130,600,0
GSK.L,2011-02-01T11:34:51.871489000Z,Quote,,,1129.5,9710,1130,600,0
GSK.L,2011-02-01T11:34:51.884482000Z,Quote,,,1129.5,9710,1130,1206,0
GSK.L,2011-02-01T11:34:51.958564000Z,Quote,,,1129.5,9710,1130,606,0
GSK.L,2011-02-01T11:34:51.960012000Z,Quote,,,1130,2526,1130.5,23187,0
GSK.L,2011-02-01T11:34:51.960012000Z,Trade,1130,606,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:51.960012000Z,Quote,,,1130,2526,1130.5,23793,0
GSK.L,2011-02-01T11:34:51.960012000Z,Quote,,,1130,2526,1130.5,23187,0
GSK.L,2011-02-01T11:34:52.001439000Z,Quote,,,1130,2526,1130.5,22361,0
GSK.L,2011-02-01T11:34:52.001439000Z,Quote,,,1130,2526,1130.5,21872,0
GSK.L,2011-02-01T11:34:52.002766000Z,Quote,,,1130,2526,1130.5,20474,0
GSK.L,2011-02-01T11:34:52.002766000Z,Trade,1130,330,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:52.002766000Z,Quote,,,1130,2196,1130.5,20474,0
GSK.L,2011-02-01T11:34:52.002766000Z,Quote,,,1130,2196,1130.5,21882,0
GSK.L,2011-02-01T11:34:52.073318000Z,Trade,1130,1411,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:52.073318000Z,Quote,,,1130,785,1130.5,21882,0
GSK.L,2011-02-01T11:34:52.073318000Z,Trade,1130,785,1130,,1130.5,,-1
GSK.L,2011-02-01T11:34:52.073318000Z,Quote,,,1129.5,10040,1130.5,21882,0
GSK.L,2011-02-01T11:34:52.073318000Z,Quote,,,1129.5,10040,1130.5,20474,0
GSK.L,2011-02-01T11:34:52.152466000Z,Quote,,,1129.5,9605,1130.5,20474,0
GSK.L,2011-02-01T11:34:53.077050000Z,Quote,,,1129.5,2676,1130.5,20474,0
GSK.L,2011-02-01T11:34:53.377596000Z,Quote,,,1129.5,2676,1130.5,23034,0
GSK.L,2011-02-01T11:34:53.438124000Z,Quote,,,1129.5,3676,1130.5,23034,0
GSK.L,2011-02-01T11:34:56.675259000Z,Quote,,,1129.5,8396,1130.5,23034,0
GSK.L,2011-02-01T11:34:56.675259000Z,Quote,,,1129.5,8396,1130.5,27584,0
GSK.L,2011-02-01T11:35:00.064118000Z,Quote,,,1129.5,6650,1130.5,27584,0
GSK.L,2011-02-01T11:35:02.272074000Z,Quote,,,1129.5,9892,1130.5,27584,0
GSK.L,2011-02-01T11:35:02.947823000Z,Trade,1129.5,600,1129.5,,1130.5,,-1
GSK.L,2011-02-01T11:35:02.947823000Z,Trade,1129.5,330,1129.5,,1130.5,,-1
GSK.L,2011-02-01T11:35:02.991737000Z,Trade,1129.5,1000,1129.5,,1130.5,,-1
GSK.L,2011-02-01T11:35:02.991737000Z,Trade,1129.5,4370,1129.5,,1130.5,,-1
GSK.L,2011-02-01T11:35:02.991737000Z,Quote,,,1129.5,3592,1130.5,27584,0
GSK.L,2011-02-01T11:35:02.991737000Z,Quote,,,1129.5,4192,1130.5,27584,0
GSK.L,2011-02-01T11:35:02.991737000Z,Quote,,,1129.5,4192,1130.5,28082,0
GSK.L,2011-02-01T11:35:02.991737000Z,Quote,,,1129.5,4192,1130,600,0
GSK.L,2011-02-01T11:35:02.991737000Z,Quote,,,1129.5,4192,1130,930,0
GSK.L,2011-02-01T11:35:02.991737000Z,Quote,,,1129.5,4192,1130,1560,0
GSK.L,2011-02-01T11:35:03.099386000Z,Quote,,,1129.5,4655,1130,1560,0
GSK.L,2011-02-01T11:35:03.099386000Z,Quote,,,1129.5,4305,1130,1560,0
GSK.L,2011-02-01T11:35:03.099386000Z,Quote,,,1129.5,4305,1130,2160,0
GSK.L,2011-02-01T11:35:03.099386000Z,Quote,,,1129.5,3705,1130,2160,0
GSK.L,2011-02-01T11:35:03.109599000Z,Trade,1129.5,3242,1129.5,,1130,,-1
GSK.L,2011-02-01T11:35:03.109599000Z,Trade,1129.5,463,1129.5,,1130,,-1
GSK.L,2011-02-01T11:35:03.109599000Z,Quote,,,1129,17371,1130,2160,0
GSK.L,2011-02-01T11:35:03.109599000Z,Trade,1129,600,1129,,1130,,-1
GSK.L,2011-02-01T11:35:03.109599000Z,Trade,1129,350,1129,,1130,,-1
GSK.L,2011-02-01T11:35:03.109599000Z,Quote,,,1129,17371,1130,2560,0
GSK.L,2011-02-01T11:35:03.109599000Z,Quote,,,1129,17371,1130,1960,0
GSK.L,2011-02-01T11:35:03.109599000Z,Quote,,,1129,17971,1130,1960,0
GSK.L,2011-02-01T11:35:03.109599000Z,Quote,,,1129,16497,1130,1960,0
GSK.L,2011-02-01T11:35:03.109599000Z,Quote,,,1129,16497,1130,3210,0
GSK.L,2011-02-01T11:35:03.138420000Z,Quote,,,1129,16497,1130,5930,0
GSK.L,2011-02-01T11:35:03.138420000Z,Quote,,,1129,17468,1130,5930,0
GSK.L,2011-02-01T11:35:03.138420000Z,Quote,,,1129,18647,1130,5930,0
GSK.L,2011-02-01T11:35:03.138420000Z,Quote,,,1129,19047,1130,5930,0
GSK.L,2011-02-01T11:35:03.138420000Z,Quote,,,1129,18047,1130,5930,0
GSK.L,2011-02-01T11:35:03.138420000Z,Quote,,,1129,16868,1130,5930,0
GSK.L,2011-02-01T11:35:03.138420000Z,Quote,,,1129,15897,1130,5930,0
GSK.L,2011-02-01T11:35:03.162447000Z,Quote,,,1129.5,366,1130,5930,0
GSK.L,2011-02-01T11:35:03.183851000Z,Quote,,,1129.5,366,1130,3210,0
GSK.L,2011-02-01T11:35:03.183851000Z,Quote,,,1129.5,366,1130,1960,0
GSK.L,2011-02-01T11:35:03.217326000Z,Trade,1129.5,22,1129.5,,1130,,-1
GSK.L,2011-02-01T11:35:03.217326000Z,Quote,,,1129.5,344,1130,1960,0
GSK.L,2011-02-01T11:35:03.346419000Z,Quote,,,1129.5,344,1130,4560,0
GSK.L,2011-02-01T11:35:05.706430000Z,Quote,,,1129.5,344,1130,1960,0
GSK.L,2011-02-01T11:35:05.706430000Z,Quote,,,1129.5,344,1130,4360,0
GSK.L,2011-02-01T11:35:06.317935000Z,Quote,,,1129.5,557,1130,4360,0
GSK.L,2011-02-01T11:35:06.317935000Z,Quote,,,1129.5,557,1130,6770,0
GSK.L,2011-02-01T11:35:06.317935000Z,Quote,,,1129.5,557,1130,8750,0
GSK.L,2011-02-01T11:35:06.317935000Z,Quote,,,1129.5,557,1130,6340,0
GSK.L,2011-02-01T11:35:06.317935000Z,Quote,,,1129.5,557,1130,4360,0
GSK.L,2011-02-01T11:35:11.379360000Z,Quote,,,1129.5,557,1130,7860,0
GSK.L,2011-02-01T11:35:19.570763000Z,Quote,,,1129.5,557,1130,10693,0
GSK.L,2011-02-01T11:35:19.627787000Z,Quote,,,1129.5,557,1130,13777,0
GSK.L,2011-02-01T11:35:26.760106000Z,Trade,1130,600,1129.5,,1130,,1
GSK.L,2011-02-01T11:35:26.760106000Z,Trade,1130,330,1129.5,,1130,,1
GSK.L,2011-02-01T11:35:26.760106000Z,Trade,1130,630,1129.5,,1130,,1
GSK.L,2011-02-01T11:35:26.760106000Z,Trade,1130,400,1129.5,,1130,,1
GSK.L,2011-02-01T11:35:26.760106000Z,Trade,1130,2400,1129.5,,1130,,1
GSK.L,2011-02-01T11:35:26.762536000Z,Trade,1130,3500,1129.5,,1130,,1
GSK.L,2011-02-01T11:35:26.762536000Z,Trade,1130,2833,1129.5,,1130,,1
GSK.L,2011-02-01T11:35:26.772991000Z,Trade,1130,3084,1129.5,,1130,,1
GSK.L,2011-02-01T11:35:26.772991000Z,Quote,,,1130,41223,1130.5,27094,0
GSK.L,2011-02-01T11:35:26.772991000Z,Trade,1130,600,1130,,1130.5,,-1
GSK.L,2011-02-01T11:35:26.772991000Z,Quote,,,1130,40623,1130.5,27094,0
GSK.L,2011-02-01T11:35:26.772991000Z,Trade,1130,600,1130,,1130.5,,-1
GSK.L,2011-02-01T11:35:26.772991000Z,Quote,,,1130,40023,1130.5,27094,0
GSK.L,2011-02-01T11:35:26.772991000Z,Quote,,,1130,40023,1130.5,28224,0
GSK.L,2011-02-01T11:35:26.772991000Z,Quote,,,1130,40023,1130.5,27717,0
GSK.L,2011-02-01T11:35:26.772991000Z,Quote,,,1130,40023,1130.5,27387,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,40023,1130.5,26370,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,40023,1130.5,25872,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,40353,1130.5,25872,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,40353,1130.5,25242,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,40953,1130.5,25242,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,41553,1130.5,25242,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,41553,1130.5,24112,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,42253,1130.5,24112,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,42253,1130.5,22704,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,43253,1130.5,22704,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,43253,1130.5,20192,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,43253,1130.5,16999,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,43753,1130.5,16999,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,43053,1130.5,16999,0
GSK.L,2011-02-01T11:35:26.800773000Z,Quote,,,1130,42553,1130.5,16999,0
GSK.L,2011-02-01T11:35:26.826971000Z,Quote,,,1130,42453,1130.5,16999,0
GSK.L,2011-02-01T11:35:26.826971000Z,Quote,,,1130,42453,1130.5,17499,0
GSK.L,2011-02-01T11:35:26.826971000Z,Quote,,,1130,42453,1130.5,18099,0
GSK.L,2011-02-01T11:35:26.925850000Z,Quote,,,1130,42453,1130.5,18699,0
GSK.L,2011-02-01T11:35:26.925850000Z,Quote,,,1130,41953,1130.5,18699,0
GSK.L,2011-02-01T11:35:26.925850000Z,Quote,,,1130,41953,1130.5,19199,0
GSK.L,2011-02-01T11:35:26.925850000Z,Quote,,,1130,41853,1130.5,19199,0
GSK.L,2011-02-01T11:35:26.925850000Z,Quote,,,1130,41853,1130.5,19299,0
GSK.L,2011-02-01T11:35:26.925850000Z,Trade,1130,365,1130,,1130.5,,-1
GSK.L,2011-02-01T11:35:26.985711000Z,Quote,,,1130,41488,1130.5,19299,0
GSK.L,2011-02-01T11:35:26.987152000Z,Trade,1130,4752,1130,,1130.5,,-1
GSK.L,2011-02-01T11:35:26.987152000Z,Quote,,,1130,36736,1130.5,19299,0
GSK.L,2011-02-01T11:35:26.987152000Z,Quote,,,1130,36236,1130.5,19299,0
GSK.L,2011-02-01T11:35:26.987152000Z,Quote,,,1130,36736,1130.5,19299,0
